name*,version*,license*,vendor/community,end-of-support,dependencies,language
domelementtype,1.3.0,BSD*,https://github.com/FB55/domelementtype,,,
domhandler,2.4.1,BSD-2-Clause,https://github.com/fb55/DomHandler,,,
domutils,1.5.1,BSD*,https://github.com/FB55/domutils,,,
double-ended-queue,2.1.0-0,MIT,https://github.com/petkaantonov/deque,,,
ecc-jsbn,0.1.1,MIT,https://github.com/quartzjer/ecc-jsbn,,,
ecdsa-sig-formatter,1.0.9,Apache-2.0,https://github.com/Brightspace/node-ecdsa-sig-formatter,,,
editorconfig,0.13.3,MIT,https://github.com/editorconfig/editorconfig-core-js,,,
entities,1.1.1,BSD*,https://github.com/fb55/node-entities,,,
error-ex,1.3.1,MIT,https://github.com/qix-/node-error-ex,,,
escape-string-regexp,1.0.5,MIT,https://github.com/sindresorhus/escape-string-regexp,,,
escodegen,1.9.0,BSD-2-Clause,https://github.com/estools/escodegen,,,
esprima,3.1.3,BSD-2-Clause,https://github.com/jquery/esprima,,,
estraverse,4.2.0,BSD-2-Clause,https://github.com/estools/estraverse,,,
esutils,2.0.2,BSD,https://github.com/estools/esutils,,,
execa,0.7.0,MIT,https://github.com/sindresorhus/execa,,,
expand-brackets,0.1.5,MIT,https://github.com/jonschlinkert/expand-brackets,,,
expand-range,1.8.2,MIT,https://github.com/jonschlinkert/expand-range,,,
extend,3.0.1,MIT,https://github.com/justmoon/node-extend,,,
extglob,0.3.2,MIT,https://github.com/jonschlinkert/extglob,,,
extsprintf,1.3.0,MIT,https://github.com/davepacheco/node-extsprintf,,,
fast-deep-equal,1.0.0,MIT,https://github.com/epoberezkin/fast-deep-equal,,,
fast-json-stable-stringify,2.0.0,MIT,https://github.com/epoberezkin/fast-json-stable-stringify,,,
fast-levenshtein,2.0.6,MIT,https://github.com/hiddentao/fast-levenshtein,,,
file-uri-to-path,1.0.0,MIT,https://github.com/TooTallNate/file-uri-to-path,,,
filename-regex,2.0.1,MIT,https://github.com/regexhq/filename-regex,,,
fill-range,2.2.3,MIT,https://github.com/jonschlinkert/fill-range,,,
find-up,2.1.0,MIT,https://github.com/sindresorhus/find-up,,,
follow-redirects,1.0.0,MIT,https://github.com/olalonde/follow-redirects,,,
for-in,1.0.2,MIT,https://github.com/jonschlinkert/for-in,,,
for-own,0.1.5,MIT,https://github.com/jonschlinkert/for-own,,,
forever-agent,0.6.1,Apache-2.0,https://github.com/mikeal/forever-agent,,,
form-data,2.0.0,MIT,https://github.com/form-data/form-data,,,
form-data,2.1.4,MIT,https://github.com/form-data/form-data,,,
form-data,2.3.2,MIT,https://github.com/form-data/form-data,,,
fs.realpath,1.0.0,ISC,https://github.com/isaacs/fs.realpath,,,
ftp,0.3.10,MIT,https://github.com/mscdex/node-ftp,,,
generate-function,2.0.0,MIT,https://github.com/mafintosh/generate-function,,,
generate-object-property,1.2.0,MIT,https://github.com/mafintosh/generate-object-property,,,
get-caller-file,1.0.2,ISC,https://github.com/stefanpenner/get-caller-file,,,
get-stream,3.0.0,MIT,https://github.com/sindresorhus/get-stream,,,
get-uri,2.0.1,MIT,https://github.com/TooTallNate/node-get-uri,,,
getpass,0.1.7,MIT,https://github.com/arekinath/node-getpass,,,
glob-base,0.3.0,MIT,https://github.com/jonschlinkert/glob-base,,,
glob-parent,2.0.0,ISC,https://github.com/es128/glob-parent,,,
glob,7.1.2,ISC,https://github.com/isaacs/node-glob,,,
graceful-fs,4.1.11,ISC,https://github.com/isaacs/node-graceful-fs,,,
graceful-readlink,1.0.1,MIT,https://github.com/zhiyelee/graceful-readlink,,,
har-schema,2.0.0,ISC,https://github.com/ahmadnassri/har-schema,,,
har-validator,2.0.6,ISC,https://github.com/ahmadnassri/har-validator,,,
har-validator,5.0.3,ISC,https://github.com/ahmadnassri/har-validator,,,
has-ansi,2.0.0,MIT,https://github.com/sindresorhus/has-ansi,,,
hawk,3.1.3,BSD-3-Clause,https://github.com/hueniverse/hawk,,,
hawk,6.0.2,BSD-3-Clause,https://github.com/hueniverse/hawk,,,
he,1.1.1,MIT,https://github.com/mathiasbynens/he,,,
hipchat-notifier,1.1.0,MIT,,,,
hoek,2.16.3,BSD-3-Clause,https://github.com/hapijs/hoek,,,
hoek,4.2.1,BSD-3-Clause,https://github.com/hapijs/hoek,,,
hosted-git-info,2.6.0,ISC,https://github.com/npm/hosted-git-info,,,
html-minifier,3.5.11,MIT,https://github.com/kangax/html-minifier,,,
htmlparser2,3.9.2,MIT,https://github.com/fb55/htmlparser2,,,
http-errors,1.6.2,MIT,https://github.com/jshttp/http-errors,,,
http-proxy-agent,1.0.0,MIT,https://github.com/TooTallNate/node-http-proxy-agent,,,
http-signature,1.1.1,MIT,https://github.com/joyent/node-http-signature,,,
http-signature,1.2.0,MIT,https://github.com/joyent/node-http-signature,,,
httpntlm,1.6.1,MIT,https://github.com/SamDecrock/node-http-ntlm,,,
httpreq,0.4.24,MIT,https://github.com/SamDecrock/node-httpreq,,,
https-proxy-agent,1.0.0,MIT,https://github.com/TooTallNate/node-https-proxy-agent,,,
ical-generator,1.6.0,MIT,https://github.com/sebbo2002/ical-generator,,,
iconv-lite,0.4.15,MIT,https://github.com/ashtuchkin/iconv-lite,,,
iconv-lite,0.4.19,MIT,https://github.com/ashtuchkin/iconv-lite,,,
image-size,0.6.2,MIT,https://github.com/image-size/image-size,,,
inflection,1.10.0,MIT,https://github.com/dreamerslab/node.inflection,,,
inflection,1.3.8,MIT,https://github.com/dreamerslab/node.inflection,,,
inflight,1.0.6,ISC,https://github.com/npm/inflight,,,
inherits,2.0.3,ISC,https://github.com/isaacs/inherits,,,
ini,1.3.5,ISC,https://github.com/isaacs/ini,,,
invert-kv,1.0.0,MIT,https://github.com/sindresorhus/invert-kv,,,
ip,1.0.1,MIT,https://github.com/indutny/node-ip,,,
ip,1.1.5,MIT,https://github.com/indutny/node-ip,,,
is-arrayish,0.2.1,MIT,https://github.com/qix-/node-is-arrayish,,,
is-binary-path,1.0.1,MIT,https://github.com/sindresorhus/is-binary-path,,,
is-buffer,1.1.6,MIT,https://github.com/feross/is-buffer,,,
is-builtin-module,1.0.0,MIT,https://github.com/sindresorhus/is-builtin-module,,,
is-dotfile,1.0.3,MIT,https://github.com/jonschlinkert/is-dotfile,,,
is-equal-shallow,0.1.3,MIT,https://github.com/jonschlinkert/is-equal-shallow,,,
is-extendable,0.1.1,MIT,https://github.com/jonschlinkert/is-extendable,,,
is-extglob,1.0.0,MIT,https://github.com/jonschlinkert/is-extglob,,,
is-fullwidth-code-point,1.0.0,MIT,https://github.com/sindresorhus/is-fullwidth-code-point,,,
is-fullwidth-code-point,2.0.0,MIT,https://github.com/sindresorhus/is-fullwidth-code-point,,,
is-glob,2.0.1,MIT,https://github.com/jonschlinkert/is-glob,,,
is-my-ip-valid,1.0.0,MIT,https://github.com/LinusU/is-my-ip-valid,,,
is-my-json-valid,2.17.2,MIT,https://github.com/mafintosh/is-my-json-valid,,,
is-number,2.1.0,MIT,https://github.com/jonschlinkert/is-number,,,
is-number,3.0.0,MIT,https://github.com/jonschlinkert/is-number,,,
is-posix-bracket,0.1.1,MIT,https://github.com/jonschlinkert/is-posix-bracket,,,
is-primitive,2.0.0,MIT,https://github.com/jonschlinkert/is-primitive,,,
is-property,1.0.2,MIT,https://github.com/mikolalysenko/is-property,,,
is-stream,1.1.0,MIT,https://github.com/sindresorhus/is-stream,,,
is-typedarray,1.0.0,MIT,https://github.com/hughsk/is-typedarray,,,
isarray,0.0.1,MIT,https://github.com/juliangruber/isarray,,,
isarray,1.0.0,MIT,https://github.com/juliangruber/isarray,,,
isexe,2.0.0,ISC,https://github.com/isaacs/isexe,,,
isobject,2.1.0,MIT,https://github.com/jonschlinkert/isobject,,,
isstream,0.1.2,MIT,https://github.com/rvagg/isstream,,,
jobs,1.0.0,ISC,,,,
js-beautify,1.7.5,MIT,https://github.com/beautify-web/js-beautify,,,
js-tokens,3.0.2,MIT,https://github.com/lydell/js-tokens,,,
jsbn,0.1.1,MIT,https://github.com/andyperlitch/jsbn,,,
json-schema-traverse,0.3.1,MIT,https://github.com/epoberezkin/json-schema-traverse,,,
json-schema,0.2.3,AFLv2.1,BSD,https://github.com/kriszyp/json-schema,,,
json-stringify-safe,5.0.1,ISC,https://github.com/isaacs/json-stringify-safe,,,
jsonpointer,4.0.1,MIT,https://github.com/janl/node-jsonpointer,,,
jsonwebtoken,8.1.1,MIT,https://github.com/auth0/node-jsonwebtoken,,,
jsprim,1.4.1,MIT,https://github.com/joyent/node-jsprim,,,
juice,4.2.3,MIT,https://github.com/Automattic/juice,,,
jwa,1.1.5,MIT,https://github.com/brianloveswords/node-jwa,,,
jws,3.1.4,MIT,https://github.com/brianloveswords/node-jws,,,
kind-of,3.2.2,MIT,https://github.com/jonschlinkert/kind-of,,,
kind-of,4.0.0,MIT,https://github.com/jonschlinkert/kind-of,,,
lcid,1.0.0,MIT,https://github.com/sindresorhus/lcid,,,
levn,0.3.0,MIT,https://github.com/gkz/levn,,,
libbase64,0.1.0,MIT,https://github.com/andris9/libbase64,,,
libmime,3.0.0,MIT,https://github.com/andris9/libmime,,,
libqp,1.1.0,MIT,https://github.com/andris9/libqp,,,
load-json-file,2.0.0,MIT,https://github.com/sindresorhus/load-json-file,,,
locate-path,2.0.0,MIT,https://github.com/sindresorhus/locate-path,,,
lodash.assignin,4.2.0,MIT,https://github.com/lodash/lodash,,,
lodash.bind,4.2.1,MIT,https://github.com/lodash/lodash,,,
lodash.defaults,4.2.0,MIT,https://github.com/lodash/lodash,,,
lodash.filter,4.6.0,MIT,https://github.com/lodash/lodash,,,
lodash.flatten,4.4.0,MIT,https://github.com/lodash/lodash,,,
lodash.foreach,4.5.0,MIT,https://github.com/lodash/lodash,,,
lodash.includes,4.3.0,MIT,https://github.com/lodash/lodash,,,
lodash.isboolean,3.0.3,MIT,https://github.com/lodash/lodash,,,
lodash.isinteger,4.0.4,MIT,https://github.com/lodash/lodash,,,
lodash.isnumber,3.0.3,MIT,https://github.com/lodash/lodash,,,
lodash.isplainobject,4.0.6,MIT,https://github.com/lodash/lodash,,,
lodash.isstring,4.0.1,MIT,https://github.com/lodash/lodash,,,
lodash.map,4.6.0,MIT,https://github.com/lodash/lodash,,,
lodash.merge,4.6.1,MIT,https://github.com/lodash/lodash,,,
lodash.once,4.1.1,MIT,https://github.com/lodash/lodash,,,
lodash.pick,4.4.0,MIT,https://github.com/lodash/lodash,,,
lodash.reduce,4.6.0,MIT,https://github.com/lodash/lodash,,,
lodash.reject,4.6.0,MIT,https://github.com/lodash/lodash,,,
lodash.some,4.6.0,MIT,https://github.com/lodash/lodash,,,
lodash.unescape,4.0.1,MIT,https://github.com/lodash/lodash,,,
lodash,4.17.11,MIT,https://github.com/lodash/lodash,,,
lodash,4.17.5,MIT,https://github.com/lodash/lodash,,,
log4js,2.5.3,Apache-2.0,https://github.com/log4js-node/log4js-node,,,
loggly,1.1.1,MIT,https://github.com/winstonjs/node-loggly,,,
loose-envify,1.3.1,MIT,https://github.com/zertosh/loose-envify,,,
lower-case,1.1.4,MIT,https://github.com/blakeembrey/lower-case,,,
lru-cache,2.6.5,ISC,https://github.com/isaacs/node-lru-cache,,,
lru-cache,3.2.0,ISC,https://github.com/isaacs/node-lru-cache,,,
lru-cache,4.1.2,ISC,https://github.com/isaacs/node-lru-cache,,,
mailcomposer,4.0.1,MIT,https://github.com/andris9/mailcomposer,,,
mailgun-js,0.7.15,MIT,https://github.com/bojand/mailgun-js,,,
mem,1.1.0,MIT,https://github.com/sindresorhus/mem,,,
mensch,0.3.3,MIT,https://github.com/brettstimmerman/mensch,,,
micromatch,2.3.11,MIT,https://github.com/jonschlinkert/micromatch,,,
mime-db,1.33.0,MIT,https://github.com/jshttp/mime-db,,,
mime-types,2.1.18,MIT,https://github.com/jshttp/mime-types,,,
mimer,0.3.2,MIT,https://github.com/heldr/mimer,,,
mimic-fn,1.2.0,MIT,https://github.com/sindresorhus/mimic-fn,,,
minimatch,3.0.4,ISC,https://github.com/isaacs/minimatch,,,
minimist,0.0.8,MIT,https://github.com/substack/minimist,,,
mjml-accordion,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-body,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-button,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-carousel,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-cli,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-column,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-core,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-divider,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-group,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-attributes,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-breakpoint,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-font,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-preview,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-style,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-head-title,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-head,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-hero,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-image,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-migrate,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-navbar,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-parser-xml,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-raw,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-section,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-social,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mjml-spacer,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-table,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-text,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-validator,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml-wrapper,4.0.1,MIT,https://github.com/mjmlio/mjml,,,
mjml,4.0.2,MIT,https://github.com/mjmlio/mjml,,,
mkdirp,0.5.1,MIT,https://github.com/substack/node-mkdirp,,,
moment-timezone,0.5.23,MIT,https://github.com/moment/moment-timezone,,,
moment,2.24.0,MIT,https://github.com/moment/moment,,,
ms,0.7.1,MIT*,https://github.com/guille/ms.js,,,
ms,2.0.0,MIT,https://github.com/zeit/ms,,,
ms,2.1.1,MIT,https://github.com/zeit/ms,,,
ncname,1.0.0,MIT,https://github.com/sindresorhus/ncname,,,
netmask,1.0.6,MIT,https://github.com/rs/node-netmask,,,
no-case,2.3.2,MIT,https://github.com/blakeembrey/no-case,,,
node-uuid,1.4.8,MIT,https://github.com/broofa/node-uuid,,,
nodemailer-direct-transport,3.3.2,MIT,https://github.com/andris9/nodemailer-direct-transport,,,
nodemailer-fetch,1.6.0,MIT,https://github.com/nodemailer/nodemailer-fetch,,,
nodemailer-shared,1.1.0,MIT,https://github.com/nodemailer/nodemailer-shared,,,
nodemailer-smtp-pool,2.8.2,MIT,https://github.com/andris9/nodemailer-smtp-pool,,,
nodemailer-smtp-transport,2.7.2,MIT,https://github.com/andris9/nodemailer-smtp-transport,,,
nodemailer-wellknown,0.1.10,MIT,https://github.com/andris9/nodemailer-wellknown,,,
nodemailer,2.7.2,MIT,https://nodemailer.com/,,,
nodemailer,4.4.2,MIT,https://github.com/nodemailer/nodemailer,,,
nopt,3.0.6,ISC,https://github.com/npm/nopt,,,
normalize-package-data,2.4.0,BSD-2-Clause,https://github.com/npm/normalize-package-data,,,
normalize-path,2.1.1,MIT,https://github.com/jonschlinkert/normalize-path,,,
npm-run-path,2.0.2,MIT,https://github.com/sindresorhus/npm-run-path,,,
nth-check,1.0.1,BSD*,https://github.com/fb55/nth-check,,,
number-is-nan,1.0.1,MIT,https://github.com/sindresorhus/number-is-nan,,,
oauth-sign,0.8.2,Apache-2.0,https://github.com/mikeal/oauth-sign,,,
object.omit,2.0.1,MIT,https://github.com/jonschlinkert/object.omit,,,
once,1.4.0,ISC,https://github.com/isaacs/once,,,
optionator,0.8.2,MIT,https://github.com/gkz/optionator,,,
os-locale,2.1.0,MIT,https://github.com/sindresorhus/os-locale,,,
p-finally,1.0.0,MIT,https://github.com/sindresorhus/p-finally,,,
p-limit,1.2.0,MIT,https://github.com/sindresorhus/p-limit,,,
p-locate,2.0.0,MIT,https://github.com/sindresorhus/p-locate,,,
p-try,1.0.0,MIT,https://github.com/sindresorhus/p-try,,,
pac-proxy-agent,1.1.0,MIT,https://github.com/TooTallNate/node-pac-proxy-agent,,,
pac-resolver,2.0.0,MIT,https://github.com/TooTallNate/node-pac-resolver,,,
param-case,2.1.1,MIT,https://github.com/blakeembrey/param-case,,,
parse-glob,3.0.4,MIT,https://github.com/jonschlinkert/parse-glob,,,
parse-json,2.2.0,MIT,https://github.com/sindresorhus/parse-json,,,
path-exists,3.0.0,MIT,https://github.com/sindresorhus/path-exists,,,
path-is-absolute,1.0.1,MIT,https://github.com/sindresorhus/path-is-absolute,,,
path-key,2.0.1,MIT,https://github.com/sindresorhus/path-key,,,
path-proxy,1.0.0,MIT,https://github.com/jclem/path-proxy,,,
path-type,2.0.0,MIT,https://github.com/sindresorhus/path-type,,,
performance-now,2.1.0,MIT,https://github.com/braveg1rl/performance-now,,,
pify,2.3.0,MIT,https://github.com/sindresorhus/pify,,,
pinkie-promise,2.0.1,MIT,https://github.com/floatdrop/pinkie-promise,,,
pinkie,2.0.4,MIT,https://github.com/floatdrop/pinkie,,,
prelude-ls,1.1.2,MIT,https://github.com/gkz/prelude-ls,,,
preserve,0.2.0,MIT,https://github.com/jonschlinkert/preserve,,,
process-nextick-args,1.0.7,MIT,https://github.com/calvinmetcalf/process-nextick-args,,,
process-nextick-args,2.0.0,MIT,https://github.com/calvinmetcalf/process-nextick-args,,,
proto-list,1.2.4,ISC,https://github.com/isaacs/proto-list,,,
proxy-agent,2.0.0,MIT,https://github.com/TooTallNate/node-proxy-agent,,,
pseudomap,1.0.2,ISC,https://github.com/isaacs/pseudomap,,,
punycode,1.4.1,MIT,https://github.com/bestiejs/punycode.js,,,
q,1.4.1,MIT,https://github.com/kriskowal/q,,,
qs,6.2.3,BSD-3-Clause,https://github.com/ljharb/qs,,,
qs,6.5.1,BSD-3-Clause,https://github.com/ljharb/qs,,,
randomatic,1.1.7,MIT,https://github.com/jonschlinkert/randomatic,,,
raw-body,2.3.2,MIT,https://github.com/stream-utils/raw-body,,,
read-pkg-up,2.0.0,MIT,https://github.com/sindresorhus/read-pkg-up,,,
read-pkg,2.0.0,MIT,https://github.com/sindresorhus/read-pkg,,,
readable-stream,1.1.14,MIT,https://github.com/isaacs/readable-stream,,,
readable-stream,2.0.6,MIT,https://github.com/nodejs/readable-stream,,,
readable-stream,2.3.4,MIT,https://github.com/nodejs/readable-stream,,,
readable-stream,2.3.5,MIT,https://github.com/nodejs/readable-stream,,,
readdirp,2.1.0,MIT,https://github.com/thlorenz/readdirp,,,
redis-commands,1.3.1,MIT,https://github.com/NodeRedis/redis-commands,,,
redis-parser,2.6.0,MIT,https://github.com/NodeRedis/node-redis-parser,,,
redis,2.8.0,MIT,https://github.com/NodeRedis/node_redis,,,
regenerator-runtime,0.11.1,MIT,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime,,,
regex-cache,0.4.4,MIT,https://github.com/jonschlinkert/regex-cache,,,
relateurl,0.2.7,MIT,https://github.com/stevenvachon/relateurl,,,
remove-trailing-separator,1.1.0,ISC,https://github.com/darsain/remove-trailing-separator,,,
repeat-element,1.1.2,MIT,https://github.com/jonschlinkert/repeat-element,,,
repeat-string,1.6.1,MIT,https://github.com/jonschlinkert/repeat-string,,,
request-promise-core,1.1.2,ISC,https://github.com/request/promise-core,,,
request-promise,4.2.4,ISC,https://github.com/request/request-promise,,,
request,2.75.0,Apache-2.0,https://github.com/request/request,,,
request,2.83.0,Apache-2.0,https://github.com/request/request,,,
requestretry,1.13.0,MIT,https://github.com/FGRibreau/node-request-retry,,,
require-directory,2.1.1,MIT,https://github.com/troygoode/node-require-directory,,,
require-main-filename,1.0.1,ISC,https://github.com/yargs/require-main-filename,,,
safe-buffer,5.1.1,MIT,https://github.com/feross/safe-buffer,,,
semver,5.0.3,ISC,https://github.com/npm/node-semver,,,
semver,5.5.0,ISC,https://github.com/npm/node-semver,,,
set-blocking,2.0.0,ISC,https://github.com/yargs/set-blocking,,,
set-immediate-shim,1.0.1,MIT,https://github.com/sindresorhus/set-immediate-shim,,,
setprototypeof,1.0.3,ISC,https://github.com/wesleytodd/setprototypeof,,,
shebang-command,1.2.0,MIT,https://github.com/kevva/shebang-command,,,
shebang-regex,1.0.0,MIT,https://github.com/sindresorhus/shebang-regex,,,
sigmund,1.0.1,ISC,https://github.com/isaacs/sigmund,,,
signal-exit,3.0.2,ISC,https://github.com/tapjs/signal-exit,,,
slack-node,0.2.0,MIT,https://github.com/clonn/slack-node-sdk,,,
slick,1.12.2,MIT*,https://github.com/kamicane/slick,,,
smart-buffer,1.1.15,MIT,https://github.com/JoshGlazebrook/smart-buffer,,,
smtp-connection,2.12.0,MIT,https://github.com/andris9/smtp-connection,,,
sntp,1.0.9,BSD,https://github.com/hueniverse/sntp,,,
sntp,2.1.0,BSD-3-Clause,https://github.com/hueniverse/sntp,,,
socks-proxy-agent,2.1.1,MIT,https://github.com/TooTallNate/node-socks-proxy-agent,,,
socks,1.1.10,MIT,https://github.com/JoshGlazebrook/socks,,,
socks,1.1.9,MIT,https://github.com/JoshGlazebrook/socks,,,
